Mass [Msun]          H-1               He-4            C-12             N-14              O-16             Si-28            Ni-56            
   4.901629E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.903981E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.905845E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.907709E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.909249E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.911356E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.914164E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.916317E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.918193E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.920337E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.922634E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.925390E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.927839E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.930289E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.932979E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.935848E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.939076E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.941292E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.943275E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.946579E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.950484E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.953368E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.955925E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.959378E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.963350E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.966458E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.969565E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.973708E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.976987E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.980180E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.984149E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.989929E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.995277E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   4.999149E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.003685E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.007498E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.011415E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.016980E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.022235E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.027644E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.033516E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.039491E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.046838E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.052331E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.057823E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.065490E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.073621E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.081083E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.087698E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.094851E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.101696E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.109540E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.119151E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.128223E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.135141E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.140676E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.149933E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.161969E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.171778E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.179169E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.188012E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.197300E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.208730E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.223253E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.232775E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.242738E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.253968E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.266640E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.280742E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.290910E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.305141E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.323821E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.341359E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.354419E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.367086E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.380552E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.395012E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.413060E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.435926E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.457724E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.474696E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.497599E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.520482E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.539222E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.564218E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.585840E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.601637E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.620935E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.645451E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.674790E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.698837E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.717633E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.747623E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.778163E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.805383E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.836830E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.858866E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.880482E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.920655E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.957714E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   5.993137E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.030428E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.065971E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.105437E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.140586E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.171125E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.211196E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.254794E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.283804E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.321779E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.367908E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.411649E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.457614E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.509609E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.555612E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.602537E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.654139E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.708027E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.754608E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.790350E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.845543E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.897880E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.936123E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   6.989580E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   7.050126E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   7.099848E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   7.150251E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   7.196167E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   7.248703E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   7.319135E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   7.376361E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   7.426811E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   7.492181E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   7.563590E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   7.629543E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   7.686526E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   7.751567E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   7.821670E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   7.880009E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   7.951916E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   8.036297E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   8.094814E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   8.145905E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   8.203773E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   8.256083E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   8.321399E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   8.389990E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   8.450767E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   8.509965E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   8.556673E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   8.613792E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   8.692464E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   8.754662E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   8.813291E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   8.866905E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   8.911505E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   8.962683E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   9.022524E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   9.093502E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   9.158944E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   9.205478E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   9.257594E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   9.326357E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   9.388408E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   9.434885E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   9.478784E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   9.545219E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   9.605816E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   9.666767E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   9.732545E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   9.788746E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   9.855455E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   9.917947E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   9.972251E+00     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.001834E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.005802E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.012370E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.019336E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.025839E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.031634E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.035611E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.041331E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.047620E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.052041E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.056856E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.062650E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.066818E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.070431E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.073832E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.078324E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.082819E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.087049E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.091213E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.094002E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.098053E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.102699E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.106877E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.109953E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.112110E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.114477E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.117440E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.121009E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.123770E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.125686E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.128559E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.131269E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.133449E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.135765E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.137613E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.140361E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.143632E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
