Mass [Msun]          H-1               He-4            C-12             N-14              O-16             Si-28            Ni-56            
   3.611534E+00     4.989530E-12     9.226554E-01     4.733723E-02     1.733672E-03     5.817603E-03     7.334199E-04     2.395364E-25  
   3.627023E+00     5.515456E-12     9.226704E-01     4.733652E-02     1.751035E-03     5.814385E-03     7.359369E-04     2.276920E-25  
   3.641615E+00     6.029620E-12     9.226822E-01     4.733609E-02     1.764370E-03     5.811924E-03     7.378550E-04     2.049929E-25  
   3.653901E+00     6.472122E-12     9.226903E-01     4.733567E-02     1.773188E-03     5.810295E-03     7.391005E-04     1.819814E-25  
   3.667981E+00     6.974276E-12     9.226986E-01     4.733575E-02     1.782576E-03     5.808608E-03     7.404485E-04     1.469858E-25  
   3.681295E+00     7.451653E-12     9.227042E-01     4.733535E-02     1.788295E-03     5.807575E-03     7.412170E-04     1.225351E-25  
   3.689952E+00     7.722597E-12     9.227078E-01     4.733533E-02     1.792143E-03     5.806899E-03     7.417472E-04     1.032542E-25  
   3.697517E+00     7.951825E-12     9.227105E-01     4.733526E-02     1.795012E-03     5.806402E-03     7.421331E-04     8.877344E-26  
   3.706650E+00     8.171948E-12     9.227137E-01     4.733535E-02     1.798392E-03     5.805833E-03     7.425955E-04     6.946038E-26  
   3.717119E+00     8.427437E-12     9.227167E-01     4.733528E-02     1.801413E-03     5.805338E-03     7.429865E-04     5.349327E-26  
   3.724667E+00     8.611555E-12     9.227185E-01     4.733520E-02     1.803274E-03     5.805042E-03     7.432196E-04     4.363963E-26  
   3.734511E+00     8.734127E-12     9.227209E-01     4.733529E-02     1.805743E-03     5.804666E-03     7.435403E-04     2.966865E-26  
   3.749537E+00     8.927151E-12     9.227239E-01     4.733525E-02     1.808698E-03     5.804239E-03     7.439006E-04     1.478465E-26  
   3.761520E+00     9.218809E-12     9.227257E-01     4.733500E-02     1.810305E-03     5.804015E-03     7.440708E-04     1.000000E-99  
   3.772052E+00     9.289286E-12     9.227274E-01     4.733497E-02     1.811885E-03     5.803809E-03     7.442526E-04     1.000000E-99  
   3.782764E+00     9.448386E-12     9.227288E-01     4.733475E-02     1.813131E-03     5.803647E-03     7.443775E-04     1.000000E-99  
   3.795521E+00     9.463963E-12     9.227304E-01     4.733471E-02     1.814595E-03     5.803474E-03     7.445354E-04     1.000000E-99  
   3.809544E+00     9.665590E-12     9.227319E-01     4.733442E-02     1.815812E-03     5.803326E-03     7.446449E-04     1.000000E-99  
   3.818565E+00     9.779723E-12     9.227327E-01     4.733425E-02     1.816532E-03     5.803241E-03     7.447085E-04     1.000000E-99  
   3.825181E+00     9.856833E-12     9.227334E-01     4.733411E-02     1.817034E-03     5.803182E-03     7.447511E-04     1.000000E-99  
   3.834501E+00     9.848084E-12     9.227342E-01     4.733401E-02     1.817724E-03     5.803108E-03     7.448141E-04     1.000000E-99  
   3.847097E+00     9.948909E-12     9.227353E-01     4.733373E-02     1.818538E-03     5.803012E-03     7.448774E-04     1.000000E-99  
   3.858850E+00     1.006813E-11     9.227363E-01     4.733335E-02     1.819258E-03     5.802920E-03     7.449263E-04     1.000000E-99  
   3.870067E+00     1.016376E-11     9.227372E-01     4.733301E-02     1.819871E-03     5.802840E-03     7.449667E-04     1.000000E-99  
   3.878838E+00     1.034197E-11     9.227382E-01     4.733252E-02     1.820356E-03     5.802759E-03     7.449893E-04     1.000000E-99  
   3.885162E+00     1.040828E-11     9.227390E-01     4.733205E-02     1.820757E-03     5.802685E-03     7.450073E-04     1.000000E-99  
   3.895169E+00     1.043724E-11     9.227396E-01     4.733186E-02     1.821167E-03     5.802635E-03     7.450355E-04     1.000000E-99  
   3.905288E+00     1.075871E-11     9.227408E-01     4.733107E-02     1.821652E-03     5.802525E-03     7.450503E-04     1.000000E-99  
   3.913316E+00     1.081206E-11     9.227419E-01     4.733037E-02     1.822100E-03     5.802425E-03     7.450670E-04     1.000000E-99  
   3.924792E+00     1.090376E-11     9.227431E-01     4.732968E-02     1.822597E-03     5.802320E-03     7.450871E-04     1.000000E-99  
   3.936696E+00     1.111381E-11     9.227450E-01     4.732832E-02     1.823239E-03     5.802141E-03     7.451024E-04     1.000000E-99  
   3.945641E+00     1.127655E-11     9.227470E-01     4.732681E-02     1.823833E-03     5.801950E-03     7.451119E-04     1.000000E-99  
   3.955453E+00     1.135642E-11     9.227486E-01     4.732571E-02     1.824319E-03     5.801805E-03     7.451227E-04     1.000000E-99  
   3.967873E+00     1.153248E-11     9.227510E-01     4.732389E-02     1.825007E-03     5.801575E-03     7.451331E-04     1.000000E-99  
   3.980299E+00     1.172029E-11     9.227540E-01     4.732156E-02     1.825802E-03     5.801285E-03     7.451414E-04     1.000000E-99  
   3.992010E+00     1.191325E-11     9.227576E-01     4.731882E-02     1.826668E-03     5.800948E-03     7.451478E-04     1.000000E-99  
   4.000942E+00     1.219255E-11     9.227615E-01     4.731571E-02     1.827567E-03     5.800572E-03     7.451511E-04     1.000000E-99  
   4.009556E+00     1.227393E-11     9.227640E-01     4.731371E-02     1.828175E-03     5.800328E-03     7.451550E-04     1.000000E-99  
   4.018261E+00     1.254084E-11     9.227689E-01     4.730980E-02     1.829256E-03     5.799858E-03     7.451576E-04     1.000000E-99  
   4.029742E+00     1.260525E-11     9.227719E-01     4.730743E-02     1.829965E-03     5.799566E-03     7.451617E-04     1.000000E-99  
   4.043372E+00     1.298887E-11     9.227799E-01     4.730100E-02     1.831693E-03     5.798794E-03     7.451646E-04     1.000000E-99  
   4.053925E+00     1.321543E-11     9.227864E-01     4.729578E-02     1.833081E-03     5.798167E-03     7.451668E-04     1.000000E-99  
   4.066342E+00     1.338216E-11     9.227930E-01     4.729049E-02     1.834486E-03     5.797532E-03     7.451690E-04     1.000000E-99  
   4.079288E+00     1.375920E-11     9.228039E-01     4.728166E-02     1.836761E-03     5.796474E-03     7.451707E-04     1.000000E-99  
   4.088841E+00     1.408981E-11     9.228132E-01     4.727415E-02     1.838677E-03     5.795576E-03     7.451717E-04     1.000000E-99  
   4.096498E+00     1.428540E-11     9.228201E-01     4.726852E-02     1.840110E-03     5.794902E-03     7.451724E-04     1.000000E-99  
   4.106571E+00     1.440137E-11     9.228274E-01     4.726259E-02     1.841624E-03     5.794192E-03     7.451734E-04     1.000000E-99  
   4.117087E+00     1.486583E-11     9.228412E-01     4.725146E-02     1.844415E-03     5.792863E-03     7.451741E-04     1.000000E-99  
   4.127880E+00     1.498984E-11     9.228510E-01     4.724350E-02     1.846417E-03     5.791911E-03     7.451748E-04     1.000000E-99  
   4.141364E+00     1.531426E-11     9.228710E-01     4.722726E-02     1.850460E-03     5.789972E-03     7.451756E-04     1.000000E-99  
   4.151946E+00     1.611842E-11     9.228939E-01     4.720859E-02     1.855070E-03     5.787744E-03     7.451759E-04     1.000000E-99  
   4.159491E+00     1.629367E-11     9.229075E-01     4.719754E-02     1.857797E-03     5.786425E-03     7.451762E-04     1.000000E-99  
   4.169067E+00     1.632229E-11     9.229211E-01     4.718649E-02     1.860528E-03     5.785106E-03     7.451765E-04     1.000000E-99  
   4.179216E+00     1.665699E-11     9.229433E-01     4.716847E-02     1.864957E-03     5.782955E-03     7.451768E-04     1.000000E-99  
   4.186460E+00     1.700287E-11     9.229631E-01     4.715234E-02     1.868909E-03     5.781030E-03     7.451770E-04     1.000000E-99  
   4.196148E+00     1.686389E-11     9.229839E-01     4.713536E-02     1.873068E-03     5.779004E-03     7.451773E-04     1.000000E-99  
   4.207310E+00     1.799678E-11     9.230627E-01     4.707123E-02     1.888696E-03     5.771354E-03     7.451775E-04     1.000000E-99  
   4.217388E+00     1.819628E-11     9.231147E-01     4.702888E-02     1.898996E-03     5.766302E-03     7.451778E-04     1.000000E-99  
   4.227649E+00     1.930894E-11     9.232234E-01     4.694033E-02     1.920475E-03     5.755739E-03     7.451781E-04     1.000000E-99  
   4.238148E+00     2.001974E-11     9.233360E-01     4.684862E-02     1.942677E-03     5.744799E-03     7.451784E-04     1.000000E-99  
   4.247672E+00     2.745902E-11     9.238636E-01     4.641878E-02     2.046464E-03     5.693529E-03     7.451792E-04     1.000000E-99  
   4.253555E+00     3.121099E-11     9.241280E-01     4.620332E-02     2.098388E-03     5.667830E-03     7.451797E-04     1.000000E-99  
   4.259501E+00     3.267384E-11     9.242926E-01     4.606920E-02     2.130691E-03     5.651833E-03     7.451800E-04     1.000000E-99  
   4.266926E+00     3.583803E-11     9.245842E-01     4.583158E-02     2.187908E-03     5.623489E-03     7.451805E-04     1.000000E-99  
   4.274808E+00     3.958771E-11     9.249377E-01     4.554347E-02     2.257260E-03     5.589124E-03     7.451811E-04     1.000000E-99  
   4.283879E+00     4.397192E-11     9.253817E-01     4.518162E-02     2.344338E-03     5.545963E-03     7.451819E-04     1.000000E-99  
   4.291543E+00     6.374425E-11     9.260376E-01     4.464705E-02     2.472928E-03     5.482205E-03     7.451828E-04     1.000000E-99  
   4.299673E+00     6.739933E-11     9.264433E-01     4.431645E-02     2.552454E-03     5.442770E-03     7.451835E-04     1.000000E-99  
   4.309215E+00     8.253069E-11     9.273973E-01     4.353898E-02     2.739426E-03     5.350036E-03     7.451851E-04     1.000000E-99  
   4.316205E+00     9.777738E-11     9.282639E-01     4.283263E-02     2.909264E-03     5.265784E-03     7.451865E-04     1.000000E-99  
   4.324187E+00     1.045389E-10     9.289473E-01     4.227567E-02     3.043172E-03     5.199350E-03     7.451877E-04     1.000000E-99  
   4.332775E+00     1.269175E-10     9.303300E-01     4.114877E-02     3.314071E-03     5.064936E-03     7.451899E-04     1.000000E-99  
   4.341063E+00     1.389847E-10     9.314168E-01     4.026301E-02     3.526982E-03     4.959283E-03     7.451918E-04     1.000000E-99  
   4.351436E+00     1.579302E-10     9.331121E-01     3.888123E-02     3.859091E-03     4.794466E-03     7.451946E-04     1.000000E-99  
   4.361982E+00     1.848377E-10     9.354204E-01     3.699984E-02     4.311233E-03     4.570057E-03     7.451984E-04     1.000000E-99  
   4.370027E+00     2.135271E-10     9.377624E-01     3.509108E-02     4.769916E-03     4.342383E-03     7.452023E-04     1.000000E-99  
   4.379951E+00     2.146868E-10     9.393822E-01     3.377081E-02     5.087168E-03     4.184902E-03     7.452050E-04     1.000000E-99  
   4.391684E+00     2.539579E-10     9.434823E-01     3.042899E-02     5.890126E-03     3.786294E-03     7.452118E-04     1.000000E-99  
   4.399954E+00     2.692377E-10     9.461962E-01     2.821706E-02     6.421568E-03     3.522457E-03     7.452163E-04     1.000000E-99  
   4.409563E+00     2.868867E-10     9.499118E-01     2.518863E-02     7.149150E-03     3.161231E-03     7.452224E-04     1.000000E-99  
   4.419211E+00     3.198555E-10     9.551844E-01     2.089111E-02     8.181567E-03     2.648629E-03     7.452310E-04     1.000000E-99  
   4.426046E+00     3.193837E-10     9.580231E-01     1.857738E-02     8.737388E-03     2.372651E-03     7.452357E-04     1.000000E-99  
   4.435943E+00     3.015896E-10     9.616150E-01     1.564975E-02     9.440669E-03     2.023446E-03     7.452416E-04     1.000000E-99  
   4.446023E+00     3.284312E-10     9.696516E-01     9.099402E-03     1.101413E-02     1.242131E-03     7.452547E-04     1.000000E-99  
   4.453223E+00     3.647198E-10     9.780598E-01     2.246206E-03     1.266028E-02     4.246958E-04     7.452684E-04     1.000000E-99  
   4.460268E+00     3.278302E-10     9.806235E-01     1.565900E-04     1.316217E-02     1.754563E-04     7.452726E-04     1.000000E-99  
   4.467160E+00     2.714620E-10     9.806236E-01     1.566153E-04     1.316213E-02     1.754571E-04     7.452726E-04     1.000000E-99  
   4.476642E+00     2.075394E-10     9.806236E-01     1.566537E-04     1.316209E-02     1.754484E-04     7.452726E-04     1.000000E-99  
   4.485722E+00     1.607287E-10     9.806236E-01     1.566975E-04     1.316205E-02     1.754176E-04     7.452726E-04     1.000000E-99  
   4.491812E+00     1.344373E-10     9.806236E-01     1.567291E-04     1.316203E-02     1.753891E-04     7.452726E-04     1.000000E-99  
   4.498061E+00     1.114825E-10     9.806236E-01     1.567637E-04     1.316201E-02     1.753516E-04     7.452726E-04     1.000000E-99  
   4.505215E+00     8.946089E-11     9.806236E-01     1.568093E-04     1.316197E-02     1.753297E-04     7.452726E-04     1.000000E-99  
   4.513113E+00     6.978798E-11     9.806237E-01     1.568629E-04     1.316193E-02     1.752810E-04     7.452726E-04     1.000000E-99  
   4.522715E+00     5.092633E-11     9.806237E-01     1.569321E-04     1.316191E-02     1.751922E-04     7.452726E-04     1.000000E-99  
   4.530928E+00     3.889650E-11     9.806237E-01     1.569989E-04     1.316187E-02     1.751285E-04     7.452726E-04     1.000000E-99  
   4.536048E+00     3.262970E-11     9.806237E-01     1.570439E-04     1.316184E-02     1.750843E-04     7.452726E-04     1.000000E-99  
   4.543727E+00     2.478354E-11     9.806238E-01     1.571165E-04     1.316180E-02     1.750113E-04     7.452726E-04     1.000000E-99  
   4.553753E+00     1.720089E-11     9.806238E-01     1.572218E-04     1.316174E-02     1.749020E-04     7.452726E-04     1.000000E-99  
   4.560899E+00     1.319888E-11     9.806238E-01     1.573079E-04     1.316168E-02     1.748305E-04     7.452726E-04     1.000000E-99  
   4.565378E+00     1.109670E-11     9.806238E-01     1.573638E-04     1.316164E-02     1.747780E-04     7.452726E-04     1.000000E-99  
   4.569431E+00     9.461058E-12     9.806239E-01     1.574159E-04     1.316161E-02     1.747237E-04     7.452726E-04     1.000000E-99  
   4.575298E+00     7.435309E-12     9.806239E-01     1.575013E-04     1.316154E-02     1.746617E-04     7.452726E-04     1.000000E-99  
   4.583588E+00     5.256276E-12     9.806239E-01     1.576349E-04     1.316141E-02     1.745880E-04     7.452726E-04     1.000000E-99  
   4.589688E+00     4.058336E-12     9.806239E-01     1.577476E-04     1.316133E-02     1.744920E-04     7.452726E-04     1.000000E-99  
   4.594714E+00     3.238282E-12     9.806240E-01     1.578515E-04     1.316127E-02     1.743876E-04     7.452726E-04     1.000000E-99  
   4.600056E+00     2.542728E-12     9.806240E-01     1.579798E-04     1.316117E-02     1.742821E-04     7.452726E-04     1.000000E-99  
   4.604412E+00     2.073457E-12     9.806240E-01     1.580921E-04     1.316108E-02     1.741961E-04     7.452726E-04     1.000000E-99  
   4.607865E+00     1.759929E-12     9.806241E-01     1.581871E-04     1.316101E-02     1.741279E-04     7.452726E-04     1.000000E-99  
   4.610415E+00     1.554712E-12     9.806241E-01     1.582622E-04     1.316095E-02     1.740690E-04     7.452726E-04     1.000000E-99  
   4.614492E+00     1.266363E-12     9.806241E-01     1.583898E-04     1.316085E-02     1.739612E-04     7.452726E-04     1.000000E-99  
   4.619777E+00     9.687043E-13     9.806242E-01     1.585784E-04     1.316071E-02     1.738178E-04     7.452726E-04     1.000000E-99  
   4.625369E+00     7.203980E-13     9.806242E-01     1.588116E-04     1.316048E-02     1.736838E-04     7.452726E-04     1.000000E-99  
   4.630030E+00     1.608556E-12     9.806243E-01     1.590967E-04     1.316020E-02     1.735295E-04     7.452726E-04     1.000000E-99  
   4.633138E+00     1.301813E-11     9.806244E-01     1.593110E-04     1.315999E-02     1.734213E-04     7.452726E-04     1.000000E-99  
   4.635900E+00     4.819045E-11     9.806244E-01     1.595263E-04     1.315976E-02     1.733213E-04     7.452726E-04     1.000000E-99  
   4.638317E+00     1.674495E-09     9.806245E-01     1.600601E-04     1.315918E-02     1.731196E-04     7.452726E-04     1.000000E-99  
